id	sec	std	jn	jb
L2U-0805	단답카페	얼음 빼 주세요	얼음 빼 주쇼	얼음 빼 줘요
L2U-0806	단답카페	얼음 적게요	얼음 쪼깐허게라	얼음 적게요
L2U-0807	단답카페	얼음 많이요	얼음 솔찬히라	얼음 많이요
L2U-0808	단답카페	시럽 빼고요	시럽 빼고라	시럽 빼고요
L2U-0809	단답카페	시럽 추가요	시럽 추가라	시럽 추가여
L2U-0810	단답카페	샷 추가해 주세요	샷 추가해 주쇼	샷 추가해 줘요
L2U-0811	단답카페	연하게요	슴슴하게라	연허게요
L2U-0812	단답카페	진하게요	찐하게라	진허게요
L2U-0813	단답카페	덜 달게요	안 달게라	안 달게요
L2U-0814	단답카페	휘핑 빼 주세요	휘핑 빼 주쇼	휘핑 빼 줘요
L2U-0815	단답카페	휘핑 많이요	휘핑 솔찬히라	휘핑 많이요
L2U-0816	단답카페	우유로 바꿔 주세요	우유로 바까 주쇼	우유로 바까 줘요
L2U-0817	단답카페	두유로요	두유로라	두유로요
L2U-0818	단답카페	디카페인으로요	디카페인으로라	디카페인으로요
L2U-0819	단답카페	한 잔이요	한 잔이라	한 잔이여
L2U-0820	단답카페	두 잔이요	두 잔이라	두 잔이여
L2U-0821	단답카페	머그잔으로요	머그잔으로라	머그잔으로요
L2U-0822	단답카페	일회용 컵으로요	일회용 컵으로라	일회용 컵으로요
L2U-0823	단답카페	빨대 주세요	빨대 주쇼	빨대 줘요
L2U-0824	단답카페	빨대 됐어요	빨대 됐소	빨대 됐어라
L2U-0825	단답카페	케이크도요	케이크도라	케이크도요
L2U-0826	단답카페	케이크 빼고요	케이크 빼고라	케이크 빼고요
L2U-0827	단답카페	데워 주세요	뎁혀 주쇼	뎁혀 줘요
L2U-0828	단답카페	데우지 마세요	뎁히지 마쇼	뎁히지 마요
L2U-0829	단답카페	따뜻하게요	뜨시게라	뜨시게요
L2U-0830	단답카페	미지근하게요	미적지근하게라	미적지근허게요
L2U-0831	단답결제	포장으로 할게요	싸 가는 걸로 헐라요	싸 가는 걸로 헐게요
L2U-0832	단답결제	먹고 갈게요	묵고 갈라요	먹고 갈게요
L2U-0833	단답결제	포장이요	싸 갈라요	싸 갈게요
L2U-0834	단답결제	매장에서요	여그서 묵을라요	여그서 먹을게요
L2U-0835	단답결제	현금으로요	현금으로라	현금으로요
L2U-0836	단답결제	카드로요	카드로라	카드로요
L2U-0837	단답결제	현금으로 할게요	현금으로 헐라요	현금으로 헐게요
L2U-0838	단답결제	카드로 할게요	카드로 헐라요	카드로 헐게요
L2U-0839	단답결제	적립할게요	적립헐라요	적립헐게요
L2U-0840	단답결제	적립 안 해요	적립 안 헐라요	적립 안 헐게요
L2U-0841	단답결제	쿠폰 쓸게요	쿠폰 쓸라요	쿠폰 쓸게요
L2U-0842	단답결제	쿠폰 없어요	쿠폰 읎소	쿠폰 읎어라
L2U-0843	단답결제	영수증 주세요	영수증 주쇼	영수증 줘요
L2U-0844	단답결제	영수증 됐어요	영수증 됐소	영수증 됐어라
L2U-0845	단답결제	봉투 주세요	봉다리 주쇼	봉다리 줘요
L2U-0846	단답결제	봉투 됐어요	봉다리 됐소	봉다리 됐어라
L2U-0847	단답결제	확인 눌렀어요	확인 눌렀소	확인 눌렀어라
L2U-0848	단답결제	취소할게요	무를라요	물를게요
L2U-0849	단답결제	다음으로요	댐으로라	댐으로요
L2U-0850	단답결제	이전으로요	앞으로라	앞으로요
L2U-0851	단답결제	결제할게요	곈산헐라요	계산헐게요
L2U-0852	단답결제	다시 할게요	다시 헐라요	다시 헐게요
L2U-0853	단답결제	처음으로요	첨으로라	첨으로요
L2U-0854	단답결제	여기 눌러요?	여그 누르요?	여그 눌러요?
L2U-0855	단답결제	이거 맞아요?	요거 맞소?	요거 맞어라?
L2U-0856	단답결제	이거 눌러요	요거 누르쇼	요거 눌러요
L2U-0857	단답결제	다 됐어요	다 됐소	다 됐어라
L2U-0858	단답결제	끝났어요?	끝났당가요?	끝났어라?
L2U-0859	단답결제	카드 꽂을게요	카드 꽂을라요	카드 꽂을게요
L2U-0860	단답결제	카드 뺄게요	카드 뺄라요	카드 뺄게요
L2U-0861	단답결제	비밀번호 누를게요	비번 누를라요	비번 누를게요
L2U-0862	단답결제	금액 맞아요	돈 맞소	돈 맞어라
L2U-0863	단답결제	금액 이상해요	돈 요상허요	돈 요상혀요
L2U-0864	단답결제	잔돈 주세요	거시름돈 주쇼	거시름돈 줘요
L2U-0865	단답결제	잔돈 됐어요	거시름돈 됐소	거시름돈 됐어라
L2U-0866	단답결제	두 개 따로요	두 개 따로라	두 개 따로요
L2U-0867	단답결제	같이 계산이요	같이 곈산이라	같이 계산이여
L2U-0868	단답결제	따로 계산이요	따로 곈산이라	따로 계산이여
L2U-0869	단답결제	합쳐서요	합쳐서라	합쳐서요
L2U-0870	단답결제	현금영수증 해 주세요	현금영수증 해 주쇼	현금영수증 해 줘요
L2U-0871	단답응답	네 맞아요	야 맞소	야 맞어라
L2U-0872	단답응답	아니요	아니라	아니여
L2U-0873	단답응답	그거 아니에요	그거 아니요	그거 아니여라
L2U-0874	단답응답	맞아요	맞소	맞어라
L2U-0875	단답응답	좋아요	좋소	좋어라
L2U-0876	단답응답	싫어요	싫소	싫어라
L2U-0877	단답응답	됐어요	됐소	됐어라
L2U-0878	단답응답	그렇게 해 주세요	그라게 해 주쇼	그라게 해 줘요
L2U-0879	단답응답	그거로요	그거로라	그거로요
L2U-0880	단답응답	이거로요	요거로라	요거로요
L2U-0881	단답응답	잠깐만요	째까만이라	째까만요
L2U-0882	단답응답	천천히요	찬찬히라	찬찬히요
L2U-0883	단답응답	빨리요	후딱이라	후딱이여
L2U-0884	단답응답	다시요	다시라	다시여
L2U-0885	단답응답	그만요	고만이라	고만이여
L2U-0886	단답응답	모르겠어요	모르겄소	모르겄어라
L2U-0887	단답응답	알겠어요	알았소	알었어라
L2U-0888	단답응답	도와주세요	거들어 주쇼	거들어 줘요
L2U-0889	단답응답	다시 해 주세요	다시 해 주쇼	다시 해 줘요
L2U-0890	단답응답	이거 빼 주세요	요거 빼 주쇼	요거 빼 줘요
L2U-0891	단답응답	저거요	저거라	저거여
L2U-0892	단답응답	여기요	여그라	여그여
L2U-0893	단답응답	거기요	거그라	거그여
L2U-0894	단답응답	이쪽이요	요쪽이라	요쪽이여
L2U-0895	단답응답	저쪽이요	저쪽이라	저쪽이여
L2U-0896	단답응답	그게 좋아요	그게 좋소	그게 좋어라
L2U-0897	단답응답	이게 나아요	요게 낫소	요게 낫어라
L2U-0898	단답응답	둘 다요	둘 다라	둘 다요
L2U-0899	단답응답	하나만요	하나만이라	하나만이여
L2U-0900	단답응답	다요	다라	다여
L2U-0901	단답응답	됐고요	됐고라	됐고요
L2U-0902	단답응답	그냥 주세요	기냥 주쇼	기냥 줘요
L2U-0903	단답응답	빨리 주세요	후딱 주쇼	후딱 줘요
L2U-0904	단답응답	천천히 주세요	찬찬히 주쇼	찬찬히 줘요
L2U-0905	단답응답	이만큼요	요만치라	요만치요
L2U-0906	단답응답	그만큼요	그만치라	그만치요
L2U-0907	단답응답	조금만요	쪼깐만이라	쪼깐만요
L2U-0908	단답응답	많이요	솔찬히라	많이요
L2U-0909	단답응답	새 거로요	새 놈으로라	새 거로요
L2U-0910	단답응답	따뜻한 거요	뜨신 거라	뜨신 거여
L2U-0911	단답시장	한 근만요	한 근만이라	한 근만이여
L2U-0912	단답시장	두 근 주세요	두 근 주쇼	두 근 줘요
L2U-0913	단답시장	반 근만요	반 근만이라	반 근만이여
L2U-0914	단답시장	한 봉지요	한 봉다리라	한 봉다리여
L2U-0915	단답시장	두 봉지 주세요	두 봉다리 주쇼	두 봉다리 줘요
L2U-0916	단답시장	깎아 주세요	깎아 주쇼	깎아 줘요
L2U-0917	단답시장	덤 주세요	덤 주쇼	덤 줘요
L2U-0918	단답시장	싱싱한 거로요	싱싱한 놈으로라	싱싱한 거로요
L2U-0919	단답시장	큰 거로요	큰 놈으로라	큰 거로요
L2U-0920	단답시장	작은 거로요	짝은 놈으로라	작은 거로요
L2U-0921	단답시장	이거 다요	요거 다라	요거 다여
L2U-0922	단답시장	반만 주세요	반만 주쇼	반만 줘요
L2U-0923	단답시장	더 주세요	더 주쇼	더 줘요
L2U-0924	단답시장	그만 주세요	고만 주쇼	고만 줘요
L2U-0925	단답시장	봉지에 담아 주세요	봉다리에 담아 주쇼	봉다리에 담아 줘요
L2U-0926	단답시장	나눠 담아 주세요	나놔 담아 주쇼	나놔 담아 줘요
L2U-0927	단답시장	손질해 주세요	손질해 주쇼	손질해 줘요
L2U-0928	단답시장	다듬어 주세요	다듬어 주쇼	다듬어 줘요
L2U-0929	단답시장	얼마예요?	을매요?	을매여?
L2U-0930	단답시장	다 해서 얼마예요?	죄다 해서 을매요?	죄다 해서 을매여?
L2U-0931	단답가게	봉투 주세요	봉다리 주쇼	봉다리 줘요
L2U-0932	단답가게	봉투 큰 거로요	봉다리 큰 놈으로라	봉다리 큰 거로요
L2U-0933	단답가게	데워 주세요	뎁혀 주쇼	뎁혀 줘요
L2U-0934	단답가게	젓가락 주세요	저까락 주쇼	저까락 줘요
L2U-0935	단답가게	빨대 주세요	빨대 주쇼	빨대 줘요
L2U-0936	단답가게	이거 어디 있어요?	요거 어디 있소?	요거 어디 있어라?
L2U-0937	단답가게	새 거로 주세요	새 놈으로 주쇼	새 거로 줘요
L2U-0938	단답가게	두 개 주세요	두 개 주쇼	두 개 줘요
L2U-0939	단답가게	종량제 봉투요	종량제 봉다리라	종량제 봉다리여
L2U-0940	단답가게	얼음 있어요?	얼음 있소?	얼음 있어라?
L2U-0941	단답키오스크	한국어요	한국말이라	한국말이여
L2U-0942	단답키오스크	글씨 크게요	글씨 크게라	글씨 크게요
L2U-0943	단답키오스크	화면 안 돼요	화면 안 되야브요	화면 안 되야요
L2U-0944	단답키오스크	도와주세요	거들어 주쇼	거들어 줘요
L2U-0945	단답키오스크	직원 불러 주세요	직원 불러 주쇼	직원 불러 줘요
L2U-0946	단답키오스크	처음부터요	첨부터라	첨부터요
L2U-0947	단답키오스크	뒤로요	뒤로라	뒤로요
L2U-0948	단답키오스크	다음이요	댐이라	댐이여
L2U-0949	단답키오스크	확인이요	확인이라	확인이여
L2U-0950	단답키오스크	취소요	취소라	취소여
L2U-0951	단답키오스크	이거 눌러요?	요거 누르요?	요거 눌러요?
L2U-0952	단답키오스크	여기 맞아요?	여그 맞소?	여그 맞어라?
L2U-0953	단답키오스크	잘못 눌렀어요	잘못 눌렀소	잘못 눌렀어라
L2U-0954	단답키오스크	다시 누를게요	다시 누를라요	다시 누를게요
L2U-0955	단답키오스크	안 보여요	안 비요	안 비여요
L2U-0956	단답키오스크	천천히 할게요	찬찬히 헐라요	찬찬히 헐게요
L2U-0957	단답키오스크	빨리 해 주세요	후딱 해 주쇼	후딱 해 줘요
L2U-0958	단답키오스크	이거 지워 주세요	요거 지와 주쇼	요거 지와 줘요
L2U-0959	단답키오스크	전부 지워 주세요	죄다 지와 주쇼	죄다 지와 줘요
L2U-0960	단답키오스크	끝낼게요	끝낼라요	끝낼게요
L2U-0961	단답주문	그거 두 개요	그거 두 개라	그거 두 개여
L2U-0962	단답주문	이거 세 개요	요거 세 개라	요거 세 개여
L2U-0963	단답주문	매운맛 하나요	매운맛 하나라	매운맛 하나여
L2U-0964	단답주문	순한맛 하나요	순한맛 하나라	순한맛 하나여
L2U-0965	단답주문	큰 거 하나요	큰 놈 하나라	큰 거 하나여
L2U-0966	단답주문	작은 거 두 개요	짝은 놈 두 개라	작은 거 두 개여
L2U-0967	단답주문	따뜻한 거 하나요	뜨신 놈 하나라	뜨신 거 하나여
L2U-0968	단답주문	차가운 거 두 개요	찬 놈 두 개라	찬 거 두 개여
L2U-0969	단답주문	세트 하나요	세트 하나라	세트 하나여
L2U-0970	단답주문	단품 두 개요	단품 두 개라	단품 두 개여
L2U-0971	단답주문	음료 추가요	음료 추가라	음료 추가여
L2U-0972	단답주문	사이드 하나요	사이드 하나라	사이드 하나여
L2U-0973	단답주문	양 많이요	양 솔찬히라	양 많이요
L2U-0974	단답주문	양 적게요	양 쪼깐허게라	양 적게요
L2U-0975	단답주문	다 빼 주세요	죄다 빼 주쇼	죄다 빼 줘요
L2U-0976	단답주문	다 넣어 주세요	죄다 옇어 주쇼	죄다 옇어 줘요
L2U-0977	단답주문	보통으로요	보통으로라	보통으로요
L2U-0978	단답주문	제일 작은 거요	젤로 짝은 거라	젤로 작은 거여
L2U-0979	단답주문	제일 큰 거요	젤로 큰 거라	젤로 큰 거여
L2U-0980	단답주문	추천해 주세요	추천해 주쇼	추천해 줘요
L2U-0981	단답결제	멤버십 없어요	멤버십 읎소	멤버십 읎어라
L2U-0982	단답결제	전화번호 넣을게요	전화번호 옇을라요	전화번호 옇을게요
L2U-0983	단답결제	포인트로요	포인트로라	포인트로요
L2U-0984	단답결제	카드 됐어요	카드 됐소	카드 됐어라
L2U-0985	단답결제	현금 됐어요	현금 됐소	현금 됐어라
L2U-0986	단답결제	영수증 문자로요	영수증 문자로라	영수증 문자로요
L2U-0987	단답결제	카드 다시 댈게요	카드 다시 댈라요	카드 다시 댈게요
L2U-0988	단답결제	이거 취소요	요거 취소라	요거 취소여
L2U-0989	단답결제	하나 취소요	하나 취소라	하나 취소여
L2U-0990	단답결제	결제 다시요	곈산 다시라	계산 다시여
L2U-0991	단답응답	그거면 돼요	그거믄 되야	그거믄 되야요
L2U-0992	단답응답	이거면 충분해요	요거믄 됐소	요거믄 됐어라
L2U-0993	단답응답	더 없어요	더 읎소	더 읎어라
L2U-0994	단답응답	그게 다예요	그게 다요	그게 다여라
L2U-0995	단답응답	빼 주면 돼요	빼 주믄 되야	빼 주믄 되야요
L2U-0996	단답응답	넣어 주면 돼요	옇어 주믄 되야	옇어 주믄 되야요
L2U-0997	단답응답	그렇게요	그라게라	그라게요
L2U-0998	단답응답	이렇게요	요라게라	요라게요
L2U-0999	단답응답	다 됐어요	다 됐소	다 됐어라
L2U-1000	단답응답	고맙습니다	고맙소잉	고맙구만요
